zip,premium,claim_freq_avg,claim_freq_peak,loss_ratio_peak,claim_severity_avg,nonrenewal
62914,1720.0,0.0596,0.0948,0.928,20327.0,0.0259
62915,1483.0,0.0236,0.0479,0.228,7038.0,0.0067
62916,1652.0,0.0401,0.0753,0.506,12383.0,0.0
62917,1816.0,0.0404,0.0484,0.574,16668.0,0.0119
62918,1861.0,0.0433,0.0528,0.424,15243.0,0.0075
62919,1630.0,0.03,0.0601,0.302,5947.0,0.0057
62920,1906.0,0.045,0.0595,0.453,14622.0,0.0109
62922,1788.0,0.0422,0.0633,0.64,12417.0,0.0076
62923,1933.0,0.0213,0.0714,0.124,4026.0,0.0
62924,1633.0,0.0414,0.0594,0.54,12200.0,0.0058
62926,1752.0,0.0347,0.0534,0.81,16078.0,0.0036
62927,1549.0,0.0684,0.0938,0.649,7539.0,0.0
62930,1696.0,0.0353,0.0531,0.72,22214.0,0.0077
62931,1732.0,0.0328,0.0583,0.676,13703.0,0.0092
62932,1633.0,0.0536,0.0625,1.025,17154.0,0.0143
62933,1734.0,0.0483,0.0649,0.619,18281.0,0.0
62934,1656.0,0.0239,0.037,0.501,17846.0,0.0
62935,1799.0,0.0543,0.07,2.001,28498.0,0.0053
62938,1681.0,0.0401,0.0539,0.767,21051.0,0.0144
62939,1753.0,0.0379,0.0481,1.711,22554.0,0.0144
62941,1946.0,0.0432,0.0625,0.52,7246.0,0.0234
62942,1503.0,0.0316,0.1111,0.882,6207.0,0.0
62943,1799.0,0.0309,0.0745,0.594,17182.0,0.0192
62946,1893.0,0.0359,0.044,0.537,15932.0,0.0067
62947,2064.0,0.0479,0.0722,0.506,6951.0,0.0102
62948,1646.0,0.0546,0.0704,0.555,13522.0,0.0086
62949,1505.0,0.0356,0.0563,1.872,27599.0,0.0
62951,1640.0,0.0785,0.1527,1.524,15224.0,0.0109
62952,1756.0,0.0398,0.052,0.532,17054.0,0.0116
62954,1771.0,0.0475,0.0833,0.305,6386.0,0.0233
62956,1874.0,0.046,0.0804,0.83,10232.0,0.0088
62957,1629.0,0.0338,0.0667,1.525,21875.0,0.0111
62958,2047.0,0.033,0.0489,0.503,16707.0,0.0104
62959,1812.0,0.0449,0.0563,0.549,14794.0,0.0071
62960,1798.0,0.0403,0.049,0.623,14958.0,0.0088
62964,1899.0,0.0778,0.1018,1.38,27918.0,0.0
62966,1801.0,0.0421,0.0468,0.482,15864.0,0.007
62969,1774.0,0.0614,0.1607,2.603,23159.0,0.0
62970,1879.0,0.0353,0.0746,1.221,13157.0,0.0145
62972,1735.0,0.0403,0.0667,1.169,16178.0,0.0105
62974,1791.0,0.0515,0.0655,0.595,15419.0,0.0132
62975,2015.0,0.0221,0.0536,0.244,3824.0,0.0
62977,1963.0,0.0545,0.0866,0.388,12910.0,0.0
62979,1729.0,0.0342,0.0579,0.188,4917.0,0.0045
62982,1659.0,0.0496,0.0818,0.8,8597.0,0.0051
62983,1626.0,0.0732,0.1769,1.513,13501.0,0.0147
62984,1601.0,0.0289,0.0482,0.204,5269.0,0.0079
62985,1755.0,0.039,0.064,0.959,10172.0,0.0053
62987,1739.0,0.0263,0.0561,1.082,19076.0,0.0087
62988,1775.0,0.044,0.0659,0.377,11739.0,0.0
62990,1934.0,0.0461,0.1298,0.94,12134.0,0.0
62992,1808.0,0.0298,0.0549,2.254,17778.0,0.022
62994,1670.0,0.0597,0.0968,2.634,27661.0,0.0
62995,1830.0,0.0343,0.0442,0.409,10265.0,0.0137
62996,1989.0,0.0217,0.0541,0.249,5327.0,0.0
62997,1427.0,0.0523,0.1081,0.544,9879.0,0.0
62999,1573.0,0.2095,0.8253,7.557,11223.0,0.0127
63005,3922.0,0.0686,0.0902,0.472,22059.0,0.014
63010,1781.0,0.0514,0.0587,0.414,11290.0,0.0111
63011,2239.0,0.0472,0.0524,0.308,14219.0,0.0104
63012,2103.0,0.0491,0.0764,0.535,17305.0,0.0139
63013,2153.0,0.0312,0.0427,0.249,13212.0,0.0142
63014,2087.0,0.0509,0.0796,0.386,9423.0,0.0088
63015,2089.0,0.0435,0.0609,1.418,42391.0,0.0117
63016,1986.0,0.0357,0.0467,0.543,21290.0,0.0136
63017,2859.0,0.071,0.0864,0.397,15147.0,0.0085
63019,1780.0,0.0861,0.2612,1.436,14541.0,0.0175
63020,1975.0,0.0431,0.0541,0.423,17066.0,0.02
63021,2168.0,0.0473,0.0567,0.299,12680.0,0.0084
63023,2267.0,0.0526,0.0569,0.784,21168.0,0.0189
63025,2395.0,0.0945,0.253,1.593,16592.0,0.0149
63026,1941.0,0.0691,0.1135,0.706,12214.0,0.0097
63028,2032.0,0.0587,0.1263,0.664,19589.0,0.0193
63031,1820.0,0.0918,0.1612,0.81,11035.0,0.0118
63033,2054.0,0.1099,0.1722,0.9,11515.0,0.0155
63034,2425.0,0.1314,0.253,1.337,12310.0,0.0114
63036,1653.0,0.0255,0.0397,0.383,14394.0,0.0066
63037,2107.0,0.038,0.0609,0.54,16536.0,0.0055
63038,3424.0,0.0735,0.1337,0.974,21962.0,0.0131
63039,1855.0,0.0505,0.0773,1.885,25074.0,0.0096
63040,2484.0,0.0504,0.0846,0.624,14181.0,0.007
63041,2129.0,0.0469,0.0702,0.492,6674.0,0.0088
63042,1763.0,0.0825,0.0952,0.508,11356.0,0.0159
63043,1791.0,0.0689,0.1517,0.935,10740.0,0.0097
63044,1950.0,0.063,0.1376,0.734,13384.0,0.0125
63048,1867.0,0.0594,0.1221,0.745,12531.0,0.0113
63049,1953.0,0.0607,0.0883,0.585,12954.0,0.0112
63050,2089.0,0.056,0.0958,0.756,18484.0,0.0129
63051,1936.0,0.0461,0.0537,0.428,17790.0,0.0145
63052,2012.0,0.048,0.0546,0.449,15012.0,0.0116
63055,2499.0,0.051,0.0938,0.681,25257.0,0.0123
63056,2267.0,0.0381,0.0667,0.263,12265.0,0.0157
63060,2175.0,0.0423,0.0518,0.294,12200.0,0.0233
63061,2121.0,0.0449,0.0962,4.033,44427.0,0.0
63068,2337.0,0.0368,0.0483,0.328,11921.0,0.0132
63069,2205.0,0.064,0.1402,1.13,17159.0,0.0152
63070,1961.0,0.0499,0.061,0.537,13835.0,0.0154
63071,1724.0,0.0299,0.0446,0.281,9585.0,0.0123
63072,2115.0,0.0413,0.05,0.463,18035.0,0.0092
63073,5592.0,0.0548,0.0772,1.395,46351.0,0.0113
63074,1602.0,0.0621,0.121,0.635,10867.0,0.0138
63077,1874.0,0.0462,0.0546,0.668,20015.0,0.0098
63080,1879.0,0.1337,0.3307,3.263,16646.0,0.0153
63084,1944.0,0.0493,0.0612,0.394,11831.0,0.0134
63087,2399.0,0.0725,0.1656,2.178,21682.0,0.0242
63088,1876.0,0.0503,0.0681,0.329,10374.0,0.0107
63089,2061.0,0.0425,0.0569,0.61,26690.0,0.0123
63090,2195.0,0.0472,0.0583,0.361,15272.0,0.0144
63091,1977.0,0.0616,0.142,0.829,12991.0,0.0161
63104,2675.0,0.0479,0.0645,0.304,15387.0,0.0133
63105,4590.0,0.0617,0.0785,0.29,21054.0,0.0126
63106,2446.0,0.0882,0.1264,1.363,11152.0,0.0257
63107,2581.0,0.0584,0.0773,1.728,33337.0,0.0147
63108,4436.0,0.0751,0.11,0.611,25720.0,0.0169
63109,1783.0,0.0481,0.0545,0.315,11123.0,0.0086
63110,2301.0,0.0399,0.048,0.291,11636.0,0.0135
63111,1963.0,0.0548,0.0862,0.521,14112.0,0.0177
63112,3131.0,0.0683,0.1224,0.76,30974.0,0.0138
63113,2519.0,0.0879,0.1373,1.24,27295.0,0.0272
63114,1667.0,0.0605,0.1096,0.632,11290.0,0.0117
63115,2303.0,0.0853,0.1302,0.69,17532.0,0.0197
63116,1803.0,0.0489,0.0617,0.309,11643.0,0.0119
63117,2552.0,0.0633,0.0782,0.44,15025.0,0.0105
63118,2327.0,0.0473,0.0569,0.478,17072.0,0.0144
63119,2135.0,0.0546,0.071,0.438,14714.0,0.008
63120,1972.0,0.0903,0.1217,0.932,11095.0,0.0317
63121,2001.0,0.0769,0.0968,0.449,11676.0,0.0194
63122,2431.0,0.0659,0.0767,0.474,14852.0,0.0094
63123,1615.0,0.0484,0.0672,0.33,10218.0,0.008
63124,6086.0,0.1108,0.1443,1.077,38235.0,0.0106
63125,1532.0,0.0501,0.0622,0.378,10187.0,0.0081
63126,1763.0,0.052,0.0619,0.448,12800.0,0.0067
63127,3015.0,0.0587,0.0716,0.6,17781.0,0.0135
63128,2161.0,0.0512,0.0598,0.463,14500.0,0.007
63129,2075.0,0.0528,0.0604,0.331,12593.0,0.0087
63130,2464.0,0.0754,0.1147,0.634,15285.0,0.0148
63131,4175.0,0.0792,0.0893,0.551,23141.0,0.0102
63132,2381.0,0.099,0.1461,0.935,13951.0,0.0182
63133,1704.0,0.0713,0.082,0.487,10817.0,0.0161
63134,1695.0,0.0693,0.0751,0.535,11568.0,0.0131
63135,1955.0,0.0767,0.0975,0.616,12982.0,0.0178
63136,1855.0,0.092,0.1024,0.519,10176.0,0.018
63137,1865.0,0.0884,0.0987,0.677,10125.0,0.0151
63138,2200.0,0.1269,0.2138,0.959,11505.0,0.0147
63139,1654.0,0.0446,0.055,0.342,10912.0,0.011
63141,3601.0,0.1207,0.1627,0.798,19341.0,0.0117
63143,1813.0,0.0455,0.0536,0.405,10862.0,0.0099
63144,2045.0,0.054,0.0712,0.408,12361.0,0.0122
63146,2076.0,0.1162,0.2455,1.269,12118.0,0.0111
63147,2096.0,0.0955,0.1221,0.694,14039.0,0.0123
63301,1792.0,0.0937,0.2713,1.572,13749.0,0.0079
63303,2057.0,0.0849,0.1353,0.856,13996.0,0.012
63304,2251.0,0.0505,0.0711,0.428,15721.0,0.0093
63332,3057.0,0.0592,0.0798,1.991,30338.0,0.01
63333,2010.0,0.0428,0.0556,2.266,24758.0,0.0278
63334,1889.0,0.0404,0.0516,0.85,24901.0,0.0103
63336,2100.0,0.0765,0.1489,0.96,17000.0,0.0093
63339,1921.0,0.0326,0.0597,0.384,12163.0,0.0118
63341,2905.0,0.082,0.1324,1.396,23208.0,0.0147
63343,2110.0,0.0525,0.101,0.791,15714.0,0.0153
63344,2180.0,0.0531,0.0802,1.353,37527.0,0.0192
63347,1841.0,0.0512,0.0615,0.7,18416.0,0.0074
63348,2363.0,0.0713,0.1496,1.212,18445.0,0.0145
63349,2154.0,0.0665,0.0901,0.953,19261.0,0.0152
63350,2072.0,0.0518,0.0693,0.749,15875.0,0.0198
63351,2174.0,0.0917,0.2447,2.843,19984.0,0.0157
63353,1617.0,0.0413,0.0568,0.728,16340.0,0.0171
63357,2163.0,0.044,0.0703,0.51,22220.0,0.0156
63359,1836.0,0.0407,0.0761,0.383,15847.0,0.0
63361,1896.0,0.0353,0.0481,0.751,29476.0,0.0141
63362,1863.0,0.0742,0.194,1.68,24550.0,0.014
63363,1811.0,0.0213,0.032,0.193,11682.0,0.0085
63366,2014.0,0.0706,0.1198,0.688,12373.0,0.0095
63367,2268.0,0.0669,0.1053,0.679,15309.0,0.0131
63368,2184.0,0.0701,0.0941,0.508,12659.0,0.0103
63369,2003.0,0.0572,0.1212,0.817,23365.0,0.0016
63373,1684.0,0.0638,0.1508,0.92,11460.0,0.0227
63376,1891.0,0.0572,0.077,0.406,11416.0,0.0078
63377,2362.0,0.0442,0.0509,1.806,34819.0,0.019
63379,1914.0,0.0545,0.0755,0.702,14914.0,0.0128
63380,1640.0,0.0386,0.0769,0.346,6978.0,0.029
63382,1515.0,0.0325,0.0502,0.448,10604.0,0.0046
63383,1985.0,0.0943,0.2404,2.405,19635.0,0.0208
63384,1640.0,0.0507,0.0659,0.46,12604.0,0.0175
63385,2072.0,0.0626,0.1034,0.741,15273.0,0.0122
63386,1774.0,0.0946,0.1829,1.765,15940.0,0.0395
63388,1796.0,0.041,0.0659,2.191,18277.0,0.0094
63389,1902.0,0.0331,0.0452,1.227,26947.0,0.0167
63390,1964.0,0.0742,0.1503,1.47,16746.0,0.0142
63401,2013.0,0.039,0.0631,0.389,13225.0,0.0153
63435,1762.0,0.0323,0.0458,0.76,15270.0,0.0199
63436,1760.0,0.0647,0.1344,1.256,10062.0,0.0094
63437,1843.0,0.0195,0.0233,0.138,7563.0,0.0233
63440,1973.0,0.0205,0.0256,0.499,20313.0,0.0
63441,1860.0,0.0352,0.0548,2.391,61628.0,0.0066
63445,2000.0,0.021,0.0295,0.478,15266.0,0.0085
63447,1522.0,0.0233,0.0635,2.174,17575.0,0.0328
63448,1780.0,0.0488,0.1015,0.467,9050.0,0.0
63452,1680.0,0.0242,0.0306,0.604,24969.0,0.0196
63454,1835.0,0.0564,0.0948,1.33,18190.0,0.0
63456,1933.0,0.0448,0.0817,0.893,28867.0,0.0211
63459,2106.0,0.0399,0.0503,0.409,16500.0,0.0236
63461,1896.0,0.0311,0.0524,0.373,11996.0,0.0172
63462,1623.0,0.1182,0.3447,3.28,10153.0,0.0107
63468,1745.0,0.0348,0.0658,0.596,12919.0,0.0167
63469,1719.0,0.0385,0.0619,0.701,16185.0,0.0342
63501,1758.0,0.0309,0.0449,0.282,11097.0,0.0162
63534,1696.0,0.0482,0.1111,3.301,39585.0,0.0137
63537,1689.0,0.0285,0.0721,0.22,7933.0,0.0181
63544,1693.0,0.0257,0.0508,0.748,11937.0,0.0
63546,1932.0,0.0553,0.165,1.447,10887.0,0.0182
63549,1562.0,0.0294,0.05,0.598,13373.0,0.0182
63552,1776.0,0.025,0.0292,0.403,13312.0,0.0132
63555,1943.0,0.058,0.1973,2.965,16016.0,0.0244
63556,1614.0,0.0417,0.0698,1.501,27579.0,0.013
63559,1559.0,0.0369,0.0738,0.625,8931.0,0.0308
63565,2032.0,0.0399,0.0674,0.502,20332.0,0.0169
63601,1916.0,0.0335,0.0432,0.418,14980.0,0.0146
63620,1860.0,0.0399,0.05,1.384,20891.0,0.0264
63621,2049.0,0.0467,0.0744,0.939,18668.0,0.0121
63622,2181.0,0.0437,0.087,1.276,25681.0,0.0
63623,2140.0,0.0357,0.0532,1.904,54214.0,0.0098
63624,1967.0,0.0377,0.0478,1.033,32054.0,0.0258
63625,1655.0,0.0343,0.1,0.427,4711.0,0.0333
63626,2412.0,0.0324,0.0482,2.081,49739.0,0.0263
63627,1974.0,0.0874,0.2155,1.555,12674.0,0.0154
63628,2104.0,0.0411,0.0474,0.535,20126.0,0.0176
63629,1816.0,0.0548,0.1279,2.168,17673.0,0.0083
63630,2105.0,0.0463,0.0563,1.141,28678.0,0.0148
63631,2076.0,0.0362,0.0543,0.551,21891.0,0.0192
63633,1525.0,0.0247,0.0896,2.156,46372.0,0.0149
63637,2059.0,0.0261,0.0432,1.207,32674.0,0.0311
63638,1887.0,0.04,0.062,0.584,16810.0,0.0088
63640,2302.0,0.0303,0.0346,0.274,19247.0,0.0148
63645,1859.0,0.0484,0.0667,1.112,23583.0,0.0269
63648,1959.0,0.0596,0.0802,2.154,22476.0,0.0052
63650,1879.0,0.0386,0.0576,0.583,17989.0,0.0132
63653,1801.0,0.0268,0.0659,1.447,20701.0,0.0645
63654,1817.0,0.0246,0.06,1.098,31564.0,0.0261
63655,1777.0,0.0216,0.0388,0.945,20679.0,0.0132
63656,1468.0,0.0215,0.0294,0.812,12380.0,0.0122
63660,2138.0,0.0312,0.0522,2.408,59504.0,0.0162
63662,1928.0,0.0223,0.0536,0.843,17984.0,0.0179
63664,2239.0,0.0549,0.0755,0.478,16924.0,0.0365
63670,1920.0,0.0448,0.0578,0.702,20064.0,0.0159
63673,2010.0,0.0554,0.0957,1.354,18645.0,0.0129
63701,2453.0,0.0464,0.0577,0.382,12883.0,0.023
63703,1886.0,0.0383,0.0757,0.502,17718.0,0.0133
63730,1768.0,0.037,0.0557,1.2,21547.0,0.0251
63732,2179.0,0.0379,0.0849,0.434,12264.0,0.0
63736,2067.0,0.0352,0.0471,0.322,12632.0,0.023
63739,1867.0,0.0341,0.0761,0.431,16093.0,0.0306
63740,1954.0,0.0451,0.0933,0.537,11698.0,0.0131
63751,1792.0,0.0354,0.0764,0.667,20773.0,0.006
63755,2385.0,0.0476,0.0756,0.411,15173.0,0.0259
63764,1807.0,0.0365,0.0519,0.629,13329.0,0.0227
63766,2093.0,0.043,0.0802,1.142,29464.0,0.03
63767,2011.0,0.0299,0.0714,2.031,38781.0,0.0
63769,2457.0,0.0491,0.0643,0.437,12052.0,0.0387
63771,2074.0,0.0496,0.0852,0.683,15639.0,0.0181
63775,2222.0,0.036,0.0421,0.855,24736.0,0.0184
63780,2122.0,0.062,0.1092,0.637,11456.0,0.0229
63781,2023.0,0.0244,0.0349,1.047,32377.0,0.0
63785,1926.0,0.0498,0.0887,0.443,8258.0,0.0141
63801,1956.0,0.0662,0.1302,0.756,16715.0,0.0326
63822,1722.0,0.0372,0.0489,0.408,12268.0,0.0241
63823,1668.0,0.0544,0.0827,0.612,9786.0,0.0385
63825,1843.0,0.042,0.0573,1.853,38199.0,0.014
63829,1625.0,0.0468,0.0877,2.121,25569.0,0.029
63830,1865.0,0.0855,0.1693,1.53,19695.0,0.013
63834,1861.0,0.0499,0.0766,0.528,11851.0,0.0122
63841,1881.0,0.0504,0.0898,0.545,13991.0,0.0192
63845,1816.0,0.0391,0.0526,0.608,24147.0,0.0224
63846,1784.0,0.039,0.0536,2.71,52554.0,0.024
63851,1715.0,0.103,0.2049,1.724,22359.0,0.0104
63855,2010.0,0.0776,0.131,1.382,22015.0,0.0
63857,1712.0,0.0426,0.0463,0.982,25384.0,0.0155
63862,1782.0,0.0337,0.0667,1.809,53672.0,0.0333
63863,1655.0,0.0451,0.0524,0.914,20616.0,0.0253
63867,1845.0,0.0337,0.0526,0.529,10192.0,0.0
63869,2131.0,0.0451,0.0578,1.471,22123.0,0.0181
63870,1828.0,0.0582,0.1071,2.719,31967.0,0.0169
63873,1823.0,0.0566,0.0972,1.106,13825.0,0.0256
63876,1533.0,0.046,0.0674,0.334,6690.0,0.0208
63877,1990.0,0.0547,0.098,4.677,48432.0,0.0195
63901,1960.0,0.0612,0.1568,1.268,18729.0,0.0307
63932,1830.0,0.1176,0.2759,1.846,10968.0,0.0337
63933,1590.0,0.1493,0.4477,4.214,13346.0,0.0173
63935,1903.0,0.0448,0.0543,1.752,36540.0,0.0268
63937,1962.0,0.0455,0.0694,3.225,42837.0,0.0328
63939,1883.0,0.0508,0.0984,2.11,32116.0,0.0148
63940,1748.0,0.0746,0.1,0.693,11150.0,0.0253
63944,1740.0,0.0317,0.0726,0.828,21664.0,0.0068
63945,1804.0,0.051,0.1057,0.6,11193.0,0.031
63953,2013.0,0.0274,0.0488,0.471,14139.0,0.0159
63954,1657.0,0.0717,0.1228,1.113,12912.0,0.0
63956,2083.0,0.0596,0.1209,7.337,33574.0,0.0202
63957,1917.0,0.0398,0.0619,0.95,16833.0,0.0157
63960,1764.0,0.0341,0.0533,0.441,12749.0,0.0124
63961,1687.0,0.1313,0.3053,2.607,14894.0,0.0104
63964,1634.0,0.0457,0.1404,5.05,19821.0,0.0149
63965,1795.0,0.0379,0.0479,0.673,18355.0,0.0106
63966,1659.0,0.0323,0.0347,0.453,14593.0,0.015
63967,1975.0,0.0409,0.0653,1.551,39470.0,0.0225
64011,2235.0,0.0442,0.0486,0.833,31943.0,0.0096
64012,2144.0,0.0634,0.1199,0.768,15133.0,0.0077
64014,2000.0,0.0719,0.0883,0.583,13366.0,0.0112
64015,2142.0,0.0672,0.0925,0.669,14731.0,0.0121
64016,2009.0,0.0677,0.1217,0.774,17583.0,0.0165
64018,2215.0,0.0538,0.0933,0.678,14592.0,0.0098
64019,2066.0,0.0881,0.2455,2.155,11632.0,0.0158
64020,1916.0,0.0431,0.0571,0.25,8982.0,0.0165
64021,1955.0,0.0501,0.0779,2.799,23718.0,0.0109
64024,2016.0,0.103,0.1968,0.954,15239.0,0.0146
64028,2042.0,0.0588,0.1071,0.339,6576.0,0.0351
64029,2078.0,0.0663,0.0971,0.648,16453.0,0.0113
64030,1978.0,0.0584,0.0628,0.478,13632.0,0.017
64034,2490.0,0.0489,0.0804,0.56,15227.0,0.0115
64035,1865.0,0.0317,0.0465,0.429,13003.0,0.0
64037,2052.0,0.0533,0.1157,0.8,22803.0,0.021
64040,2130.0,0.1151,0.3624,3.114,19397.0,0.0098
64048,2305.0,0.0594,0.0798,1.089,18203.0,0.006
64050,1847.0,0.0589,0.0956,0.791,13831.0,0.0109
64052,1863.0,0.055,0.0601,0.561,15739.0,0.0134
64053,1861.0,0.0565,0.0872,0.545,13400.0,0.0163
64054,1836.0,0.0548,0.0885,1.013,22656.0,0.015
64055,1858.0,0.0611,0.0672,0.438,11544.0,0.0106
64056,1857.0,0.0522,0.0957,0.809,14369.0,0.0138
64057,2104.0,0.0607,0.0723,0.552,16247.0,0.0106
64058,1904.0,0.0599,0.0942,0.733,13262.0,0.0153
64060,2376.0,0.1355,0.3234,2.547,17504.0,0.0126
64061,2262.0,0.0997,0.1879,1.581,18995.0,0.0112
64062,2229.0,0.0515,0.0608,0.684,19373.0,0.0091
64063,2017.0,0.0631,0.0967,0.649,13045.0,0.0136
64064,2549.0,0.052,0.058,0.368,16592.0,0.0122
64067,1946.0,0.0781,0.134,1.162,14277.0,0.0123
64068,2292.0,0.0616,0.1006,0.694,16348.0,0.0102
64070,2380.0,0.128,0.4117,3.509,24265.0,0.014
64071,1953.0,0.0592,0.1013,2.364,37557.0,0.0192
64074,2146.0,0.0399,0.0761,0.342,12779.0,0.0
64075,2070.0,0.0491,0.0613,0.845,17907.0,0.0103
64076,2071.0,0.062,0.0985,0.64,15012.0,0.0084
64077,2091.0,0.037,0.0694,1.889,71352.0,0.0098
64078,2204.0,0.0961,0.2801,1.66,17760.0,0.016
64079,2400.0,0.0796,0.1244,0.843,15788.0,0.0127
64080,2365.0,0.1137,0.3554,2.538,19678.0,0.015
64081,2389.0,0.0716,0.086,0.452,15086.0,0.0119
64082,2404.0,0.0561,0.069,0.451,15584.0,0.0118
64083,2155.0,0.0755,0.1582,1.048,14991.0,0.0099
64084,2204.0,0.0665,0.1025,0.721,14628.0,0.0065
64085,2051.0,0.0511,0.0708,0.751,14898.0,0.0104
64086,2379.0,0.074,0.0938,0.641,15768.0,0.0102
64088,2191.0,0.0466,0.09,0.518,20640.0,0.0069
64089,2430.0,0.0632,0.0894,0.881,18175.0,0.0107
64093,2224.0,0.1027,0.1751,1.074,12054.0,0.0171
64096,1935.0,0.0562,0.0727,0.58,11155.0,0.0177
64097,1930.0,0.0516,0.0993,1.236,28343.0,0.0
64098,2325.0,0.049,0.0849,0.74,25763.0,0.0137
64106,2603.0,0.0571,0.0686,1.19,15310.0,0.0196
64108,2468.0,0.0563,0.072,0.518,11141.0,0.0088
64109,2883.0,0.0638,0.0727,0.735,26868.0,0.0203
64110,2337.0,0.0646,0.0878,0.397,12066.0,0.0135
64111,2683.0,0.0523,0.0613,0.597,19338.0,0.0115
64112,3660.0,0.0494,0.0523,0.586,23586.0,0.0156
64113,3397.0,0.0502,0.0621,0.256,16294.0,0.0106
64114,2082.0,0.0556,0.0682,0.485,14287.0,0.0103
64116,2163.0,0.0534,0.0638,0.441,14768.0,0.0157
64117,1809.0,0.0483,0.0652,0.392,12761.0,0.0166
64118,2003.0,0.0577,0.067,0.366,12428.0,0.0119
64119,2056.0,0.0481,0.0572,0.456,14484.0,0.0114
64123,2054.0,0.0449,0.0599,0.491,10154.0,0.0178
64124,2233.0,0.0603,0.0767,0.705,22059.0,0.0186
64125,2061.0,0.052,0.068,1.332,25772.0,0.0458
64126,1875.0,0.0588,0.0961,0.496,9964.0,0.0099
64127,2054.0,0.071,0.0847,0.875,18493.0,0.013
64128,2173.0,0.0656,0.0966,0.759,18215.0,0.0257
64129,1950.0,0.076,0.1229,0.601,12384.0,0.0114
64130,2011.0,0.0839,0.0965,0.726,14328.0,0.0181
64131,2122.0,0.0568,0.0698,0.458,14236.0,0.0102
64132,1993.0,0.0753,0.124,0.917,14810.0,0.0255
64133,1962.0,0.0637,0.0826,0.547,14587.0,0.0123
64134,1900.0,0.0693,0.1039,0.575,13988.0,0.0134
64136,2152.0,0.078,0.1151,0.552,12008.0,0.0195
64137,1981.0,0.0521,0.0748,0.552,11932.0,0.0103
64138,2036.0,0.0523,0.0618,0.423,15973.0,0.0115
64139,2602.0,0.0936,0.1517,1.031,14593.0,0.0093
64145,2523.0,0.0666,0.0829,0.608,14206.0,0.0129
64146,1994.0,0.0494,0.0605,0.768,19165.0,0.008
64149,2868.0,0.0635,0.1038,1.244,32032.0,0.0283
64150,2286.0,0.0476,0.0717,0.407,10293.0,0.0116
64151,2224.0,0.0649,0.0732,0.468,12311.0,0.0123
64152,2555.0,0.061,0.0713,0.577,16991.0,0.0114
64153,2269.0,0.0758,0.1029,0.488,12361.0,0.0044
64154,2303.0,0.0464,0.0639,0.46,16460.0,0.0132
64155,2210.0,0.0467,0.0574,0.286,11887.0,0.0111
64156,2257.0,0.0474,0.0561,0.654,19090.0,0.0212
64157,2485.0,0.0777,0.132,0.6,15004.0,0.0157
64158,2392.0,0.0397,0.0643,0.229,9980.0,0.0119
64161,1911.0,0.0515,0.0952,0.803,9737.0,0.0571
64163,1851.0,0.0859,0.1278,0.816,8978.0,0.0048
64164,2713.0,0.1292,0.2222,1.894,14043.0,0.0145
64165,2178.0,0.022,0.0595,0.567,10147.0,0.03
64166,2954.0,0.1061,0.1707,1.19,22920.0,0.0
64167,3371.0,0.1645,0.4271,4.004,34507.0,0.0
64401,2362.0,0.0955,0.2245,1.376,17222.0,0.0185
64402,2023.0,0.0789,0.1341,0.548,9626.0,0.0181
64421,1917.0,0.0518,0.0722,0.575,11213.0,0.0206
64424,1882.0,0.2138,0.7672,7.212,21516.0,0.015
64429,2149.0,0.0579,0.0928,0.857,20153.0,0.0157
64430,2235.0,0.0503,0.1158,0.556,7528.0,0.0105
64436,2031.0,0.0623,0.1026,0.957,14443.0,0.0256
64437,1733.0,0.0888,0.1575,0.888,7753.0,0.0142
64439,2235.0,0.05,0.0677,0.474,14314.0,0.0219
64440,2368.0,0.0656,0.129,0.977,13843.0,0.0192
64443,2576.0,0.0594,0.0819,0.428,10535.0,0.0175
64444,2261.0,0.0561,0.1213,1.856,28604.0,0.0195
64446,2147.0,0.083,0.1441,0.424,7463.0,0.018
64448,2204.0,0.0719,0.0994,1.117,13389.0,0.0057
64454,2195.0,0.1572,0.5281,3.264,16551.0,0.0144
64459,2059.0,0.0372,0.0896,0.665,8359.0,0.0299
64463,2026.0,0.0329,0.055,0.275,9353.0,0.0154
64465,2223.0,0.0515,0.0805,0.549,13756.0,0.0051
64468,1967.0,0.0301,0.0415,0.359,16655.0,0.0094
64469,1852.0,0.0874,0.1795,1.496,25574.0,0.0154
64470,2281.0,0.1041,0.1976,1.163,8667.0,0.0307
64473,2007.0,0.2154,0.4444,2.555,8712.0,0.0065
64474,1751.0,0.051,0.1277,0.842,7334.0,0.0
64477,2418.0,0.0751,0.14,1.899,33372.0,0.0258
64482,1911.0,0.0477,0.0726,0.704,13278.0,0.0168
64484,2172.0,0.0714,0.114,3.161,25857.0,0.0315
64485,2081.0,0.1458,0.465,2.983,14632.0,0.02
64489,1838.0,0.0553,0.1036,4.088,36620.0,0.0052
64490,2183.0,0.0532,0.0746,0.451,14389.0,0.0105
64491,2018.0,0.0302,0.0532,0.863,31507.0,0.0266
64492,2329.0,0.0424,0.0594,0.462,17550.0,0.0104
64493,2447.0,0.0541,0.1343,4.821,22074.0,0.0149
64494,1851.0,0.0528,0.0916,0.576,10900.0,0.0153
64501,1896.0,0.0507,0.0739,1.023,18394.0,0.0165
64503,1757.0,0.0622,0.0955,0.513,11258.0,0.0115
64504,1846.0,0.0525,0.082,0.695,18858.0,0.0196
64505,2213.0,0.0561,0.0724,0.449,14315.0,0.013
