zip,premium,claim_freq_avg,claim_freq_peak,loss_ratio_peak,claim_severity_avg,nonrenewal
29401,14548.0,0.0244,0.0416,0.116,42742.0,0.0037
29403,3557.0,0.0211,0.0237,0.187,14934.0,0.0768
29405,2026.0,0.0392,0.0572,0.296,13967.0,0.1552
29406,1953.0,0.0509,0.0656,0.46,14213.0,0.1206
29407,2939.0,0.0337,0.043,0.215,17987.0,0.0906
29410,2122.0,0.0404,0.07,0.316,13618.0,0.1172
29412,3227.0,0.0322,0.0415,0.158,15125.0,0.1394
29414,2360.0,0.0476,0.0584,0.299,14006.0,0.1394
29418,2047.0,0.0564,0.0777,0.442,14571.0,0.1262
29420,2154.0,0.0613,0.0897,0.502,13604.0,0.1198
29426,2036.0,0.021,0.0407,0.17,8415.0,0.0353
29429,3328.0,0.0154,0.0201,0.1,16469.0,0.0374
29431,1894.0,0.0184,0.0229,0.235,18122.0,0.0294
29432,1427.0,0.026,0.0459,1.83,49806.0,0.0336
29435,1748.0,0.0312,0.045,0.208,7028.0,0.015
29436,1831.0,0.032,0.0523,0.801,21516.0,0.0357
29437,1695.0,0.0216,0.0376,0.881,30665.0,0.0181
29438,3665.0,0.0176,0.0348,0.464,30011.0,0.0129
29439,5023.0,0.0179,0.0291,0.212,15272.0,0.0061
29440,2781.0,0.0305,0.0392,0.409,23913.0,0.1305
29445,1867.0,0.0405,0.0499,0.428,15145.0,0.1265
29446,3051.0,0.0637,0.1139,0.721,20368.0,0.0165
29448,1813.0,0.0253,0.0436,0.588,17857.0,0.0096
29449,3106.0,0.0337,0.0417,0.383,19647.0,0.084
29450,1929.0,0.0141,0.023,0.369,28684.0,0.1457
29451,7957.0,0.0267,0.0425,0.365,49332.0,0.0195
29453,2037.0,0.0183,0.0392,1.14,23469.0,0.0515
29455,4347.0,0.0295,0.0494,0.139,24211.0,0.1127
29456,1720.0,0.0412,0.0497,0.34,12704.0,0.1432
29458,3230.0,0.0241,0.0465,0.336,27434.0,0.0583
29461,1837.0,0.0283,0.0382,0.676,23718.0,0.1661
29464,4198.0,0.0271,0.0363,0.14,21098.0,0.0941
29466,3344.0,0.0497,0.0653,0.213,14236.0,0.2781
29468,1813.0,0.0226,0.0458,0.252,8671.0,0.0398
29469,2725.0,0.021,0.0411,0.426,19744.0,0.0432
29470,2396.0,0.0299,0.0431,0.548,39805.0,0.1252
29471,1625.0,0.0171,0.0387,12.39,244294.0,0.0182
29472,1753.0,0.0247,0.0422,0.288,15490.0,0.0575
29474,1757.0,0.0398,0.0821,0.835,23795.0,0.0165
29475,1918.0,0.0224,0.042,0.381,22141.0,0.0184
29477,1737.0,0.0245,0.0329,0.167,10607.0,0.0246
29479,2032.0,0.0356,0.0653,0.495,21923.0,0.034
29481,1516.0,0.0414,0.0777,1.898,28033.0,0.0144
29482,13528.0,0.0301,0.048,0.238,41371.0,0.005
29483,1896.0,0.0388,0.0496,0.274,13667.0,0.1619
29485,1912.0,0.0518,0.0643,0.333,11948.0,0.179
29486,1484.0,0.023,0.0317,0.226,10605.0,0.2548
29487,4017.0,0.0259,0.0476,0.478,44899.0,0.0335
29488,1854.0,0.0462,0.0743,0.41,17781.0,0.0239
29492,3205.0,0.0319,0.0405,0.561,41715.0,0.2125
29501,1774.0,0.0402,0.0541,0.346,12747.0,0.0372
29505,1626.0,0.0409,0.0695,0.38,10099.0,0.0304
29506,1596.0,0.0453,0.0733,0.55,14977.0,0.0227
29510,2040.0,0.0214,0.0257,0.294,12060.0,0.0287
29511,1692.0,0.0368,0.1098,1.503,20826.0,0.0926
29512,1357.0,0.0862,0.2444,0.942,10745.0,0.0154
29516,1294.0,0.0379,0.0842,1.197,12453.0,0.018
29518,1690.0,0.0239,0.0355,0.692,17400.0,0.0139
29520,1413.0,0.058,0.1406,0.543,10844.0,0.0106
29525,1532.0,0.1169,0.2857,3.911,49094.0,0.0157
29526,1714.0,0.0428,0.0751,0.636,13238.0,0.1504
29527,1575.0,0.0432,0.1009,0.789,15016.0,0.1249
29530,1577.0,0.0243,0.0284,0.98,33906.0,0.0109
29532,1556.0,0.0746,0.1565,0.92,10740.0,0.0146
29536,1591.0,0.0705,0.1938,0.574,13096.0,0.019
29540,1513.0,0.0978,0.2122,1.715,9138.0,0.0147
29541,1463.0,0.0342,0.0468,0.38,16177.0,0.0309
29543,1584.0,0.0657,0.1212,7.385,119358.0,0.0115
29544,1618.0,0.0369,0.0922,1.083,15622.0,0.0853
29545,1933.0,0.0534,0.1046,1.689,28219.0,0.0065
29546,1505.0,0.044,0.0741,2.195,31968.0,0.0183
29547,1597.0,0.0841,0.2699,0.856,14915.0,0.0039
29550,1615.0,0.0992,0.2315,1.263,11038.0,0.0155
29554,1690.0,0.0343,0.0409,0.778,19920.0,0.021
29555,1695.0,0.0282,0.0334,0.184,7231.0,0.0251
29556,1737.0,0.0308,0.0373,0.469,18386.0,0.0165
29560,1778.0,0.0286,0.0373,0.367,15036.0,0.0163
29563,1663.0,0.0643,0.1753,1.242,9709.0,0.0141
29565,1620.0,0.0632,0.1457,0.74,18368.0,0.0157
29566,1827.0,0.0277,0.0363,0.209,12958.0,0.2813
29568,1650.0,0.0369,0.0583,0.379,14372.0,0.2159
29569,1780.0,0.0488,0.0822,0.632,14011.0,0.0422
29570,1315.0,0.0916,0.238,1.051,6927.0,0.0195
29571,1715.0,0.0563,0.1028,0.493,10938.0,0.021
29572,2935.0,0.0185,0.0223,0.256,27165.0,0.0812
29574,1740.0,0.062,0.1215,0.755,17013.0,0.0254
29575,2226.0,0.0263,0.0312,0.226,15697.0,0.0729
29576,2230.0,0.0447,0.0647,0.355,14179.0,0.0526
29577,2378.0,0.0243,0.0343,0.234,17480.0,0.1088
29579,2118.0,0.0436,0.0502,0.32,14185.0,0.2155
29580,1592.0,0.036,0.08,1.812,31294.0,0.0244
29581,1756.0,0.0455,0.1137,0.561,8898.0,0.0355
29582,2334.0,0.024,0.0307,0.182,14284.0,0.1295
29583,1617.0,0.0322,0.043,0.299,8425.0,0.0111
29584,1239.0,0.0516,0.1319,0.688,9203.0,0.0096
29585,3621.0,0.0273,0.0338,0.128,13182.0,0.0102
29588,1936.0,0.0487,0.0627,0.335,12732.0,0.1117
29590,1739.0,0.0364,0.0658,0.729,7356.0,0.011
29591,1558.0,0.0266,0.0349,0.618,19169.0,0.0056
29592,1512.0,0.0844,0.2105,0.814,9418.0,0.0
29593,1409.0,0.0441,0.0955,0.292,5534.0,0.0105
29596,1283.0,0.0936,0.1915,1.987,16310.0,0.0057
29601,1922.0,0.0448,0.066,0.335,13204.0,0.0112
29605,1492.0,0.0597,0.08,0.572,12081.0,0.0221
29607,1424.0,0.0546,0.0747,0.498,10339.0,0.0184
29609,1410.0,0.0564,0.0996,0.999,18101.0,0.016
29611,1128.0,0.0488,0.0733,0.538,10952.0,0.0241
29615,1601.0,0.0624,0.096,1.059,15937.0,0.0151
29617,1117.0,0.0478,0.0775,0.67,11848.0,0.023
29620,1235.0,0.0427,0.0571,0.619,13521.0,0.0175
29621,1452.0,0.0514,0.0798,0.651,13996.0,0.0363
29624,1145.0,0.0467,0.0604,0.773,13179.0,0.0458
29625,1300.0,0.0511,0.0731,0.754,17171.0,0.0341
29626,1366.0,0.058,0.0769,0.689,13137.0,0.03
29627,1259.0,0.0438,0.052,0.441,13015.0,0.0266
29628,1152.0,0.1029,0.2679,2.831,14360.0,0.0208
29630,1294.0,0.0477,0.0789,0.971,13659.0,0.0168
29631,1477.0,0.0544,0.0944,0.843,15864.0,0.0124
29635,1496.0,0.0417,0.0625,1.49,20386.0,0.0083
29638,1187.0,0.0374,0.0442,1.014,14293.0,0.0158
29639,1432.0,0.0393,0.067,0.275,5416.0,0.0142
29640,1229.0,0.0529,0.0893,0.757,10914.0,0.0213
29642,1364.0,0.0584,0.0874,0.67,12065.0,0.0253
29643,1536.0,0.0571,0.0667,0.906,15804.0,0.0138
29644,1263.0,0.0495,0.063,0.439,11008.0,0.0307
29645,1220.0,0.0395,0.0527,0.451,10764.0,0.0128
29646,1309.0,0.0459,0.0573,0.491,11316.0,0.0231
29649,1350.0,0.0445,0.0595,0.474,11431.0,0.0241
29650,1519.0,0.0488,0.0933,0.657,13220.0,0.0239
29651,1313.0,0.0568,0.0906,0.655,12837.0,0.0292
29653,1336.0,0.0352,0.0507,0.588,15249.0,0.0077
29654,1214.0,0.0372,0.0511,0.551,14615.0,0.0199
29655,1163.0,0.0444,0.0621,0.778,11891.0,0.0227
29657,1162.0,0.0454,0.0728,0.646,11889.0,0.0216
29658,1675.0,0.0424,0.0746,0.435,4195.0,0.0
29661,1417.0,0.048,0.0905,1.659,18068.0,0.0139
29662,1245.0,0.0585,0.0682,0.648,10884.0,0.0256
29664,1204.0,0.028,0.0389,0.369,10279.0,0.0077
29666,1376.0,0.0388,0.0483,0.506,14770.0,0.0133
29667,1093.0,0.0428,0.0847,0.751,11418.0,0.0308
29669,1261.0,0.0418,0.0656,0.53,11395.0,0.0214
29670,1245.0,0.034,0.0465,0.5,11814.0,0.0252
29671,1200.0,0.0458,0.0599,0.584,13074.0,0.017
29672,1820.0,0.0655,0.1002,0.81,16877.0,0.0111
29673,1269.0,0.049,0.0678,0.55,13429.0,0.0339
29676,2043.0,0.0712,0.0928,1.138,20947.0,0.0047
29678,1287.0,0.1187,0.3683,6.074,19069.0,0.0184
29680,1306.0,0.054,0.0624,0.46,10459.0,0.0326
29681,1518.0,0.0604,0.0711,0.584,13170.0,0.0288
29682,1840.0,0.042,0.0567,0.501,15845.0,0.0168
29683,1032.0,0.0444,0.1618,0.691,7041.0,0.013
29684,1258.0,0.0424,0.0583,0.605,15347.0,0.0231
29685,2949.0,0.0513,0.0601,1.061,26041.0,0.0098
29686,1285.0,0.0489,0.0792,1.313,12441.0,0.0053
29687,1237.0,0.0572,0.0957,0.791,12057.0,0.0218
29689,1454.0,0.0585,0.1128,1.112,13012.0,0.0164
29690,1408.0,0.0575,0.1015,0.772,12264.0,0.0166
29691,1203.0,0.0415,0.0535,0.624,11391.0,0.0191
29692,1222.0,0.0354,0.0431,0.672,13559.0,0.0297
29693,1300.0,0.0522,0.0771,0.91,16252.0,0.0192
29696,1463.0,0.0436,0.0712,0.56,14986.0,0.0208
29697,1311.0,0.0475,0.0637,0.446,11121.0,0.0281
29702,1211.0,0.0403,0.0749,0.908,15973.0,0.017
29704,1322.0,0.0517,0.0704,0.635,11665.0,0.0202
29706,1268.0,0.0767,0.1985,1.619,10374.0,0.0397
29707,1464.0,0.0336,0.0402,0.438,16369.0,0.0433
29708,1694.0,0.0708,0.0809,0.616,12586.0,0.0516
29709,1335.0,0.0609,0.1075,0.424,8236.0,0.0185
29710,1570.0,0.0557,0.0809,0.688,14573.0,0.0618
29712,1270.0,0.0435,0.0835,0.637,15352.0,0.0289
29714,1256.0,0.0464,0.1009,1.046,14204.0,0.0283
29715,1529.0,0.0567,0.0713,0.635,13306.0,0.0716
29717,1258.0,0.047,0.0809,1.801,12780.0,0.0165
29718,1286.0,0.0507,0.1,0.419,5976.0,0.0367
29720,1334.0,0.0472,0.0645,0.546,11968.0,0.0405
29726,1299.0,0.0511,0.0836,0.473,8618.0,0.0192
29727,1422.0,0.0493,0.1148,0.409,5890.0,0.0065
29728,1227.0,0.0389,0.0583,0.356,10320.0,0.0823
29729,1368.0,0.0867,0.2,1.419,11740.0,0.0081
29730,1286.0,0.0615,0.092,0.666,10574.0,0.0485
29732,1438.0,0.0675,0.0825,0.718,13275.0,0.0417
29741,1261.0,0.0507,0.1,0.891,8278.0,0.0044
29742,1319.0,0.032,0.053,0.567,10091.0,0.0175
29743,1217.0,0.0334,0.0476,1.627,21060.0,0.0136
29745,1370.0,0.0453,0.0523,0.49,13411.0,0.043
29801,1431.0,0.0316,0.0365,0.359,12565.0,0.0216
29803,1535.0,0.0305,0.0417,0.271,14543.0,0.0116
29805,1366.0,0.0359,0.0426,0.742,11348.0,0.0133
29809,1269.0,0.0301,0.0406,0.192,6655.0,0.0181
29810,1697.0,0.0525,0.0631,0.485,12553.0,0.0221
29812,1435.0,0.0355,0.0521,0.444,12262.0,0.0174
29817,1416.0,0.0576,0.1071,1.108,12250.0,0.0143
29819,1304.0,0.0449,0.0773,0.542,5708.0,0.0345
29821,1530.0,0.0594,0.1441,2.061,12209.0,0.0138
29824,1420.0,0.0341,0.046,0.426,16433.0,0.013
29827,1703.0,0.0271,0.0549,0.434,7436.0,0.022
29828,1097.0,0.02,0.0351,0.757,15691.0,0.0
29829,1274.0,0.0403,0.0504,0.354,9359.0,0.0282
29831,1305.0,0.0412,0.0608,0.31,8058.0,0.0067
29832,1428.0,0.0423,0.0544,1.402,29099.0,0.0266
29834,1157.0,0.0356,0.0563,0.225,5170.0,0.0423
29835,1252.0,0.0519,0.1253,1.238,14835.0,0.0106
29838,1656.0,0.0333,0.067,0.343,7528.0,0.02
29841,1370.0,0.0603,0.1271,0.974,14263.0,0.0145
29842,1315.0,0.0374,0.0401,0.628,12191.0,0.0175
29843,1235.0,0.0553,0.1158,2.087,12693.0,0.0083
29845,1140.0,0.0382,0.0763,0.39,6918.0,0.0106
29847,1323.0,0.0388,0.0479,0.406,8374.0,0.0104
29848,1150.0,0.039,0.1083,0.896,7097.0,0.0
29851,1211.0,0.037,0.0442,0.622,13412.0,0.0208
29853,1417.0,0.038,0.0609,0.675,18887.0,0.0207
29856,1391.0,0.0323,0.0539,0.222,6314.0,0.015
29860,1420.0,0.0473,0.071,0.604,13857.0,0.0171
29902,2825.0,0.0372,0.0614,0.428,19577.0,0.0412
29906,2354.0,0.0417,0.0604,0.253,12029.0,0.1924
29907,3017.0,0.0349,0.0509,0.287,22219.0,0.0443
29909,2257.0,0.0675,0.1565,0.65,11834.0,0.1587
29910,2670.0,0.0449,0.0642,0.4,19110.0,0.2791
29911,1496.0,0.024,0.049,1.492,19927.0,0.0124
29915,9796.0,0.0607,0.2,0.37,49292.0,0.0702
29916,1721.0,0.007,0.0248,0.185,9344.0,0.015
29918,1640.0,0.0659,0.1623,3.645,24158.0,0.0145
29920,3941.0,0.0474,0.111,0.352,28851.0,0.0627
29924,1646.0,0.035,0.0411,1.02,24311.0,0.0335
29926,4299.0,0.0364,0.0391,0.209,22775.0,0.4385
29927,1649.0,0.0318,0.039,0.33,14060.0,0.1344
29928,7594.0,0.0381,0.0535,0.285,42147.0,0.0544
29929,1761.0,0.0183,0.0444,0.175,8081.0,0.0088
29935,2278.0,0.042,0.0669,0.285,9772.0,0.0575
29936,1799.0,0.0312,0.0423,0.348,17508.0,0.1154
29940,2719.0,0.0461,0.061,4.12,68164.0,0.0653
29941,11467.0,0.0277,0.0548,0.393,36561.0,0.0142
29944,1643.0,0.051,0.114,1.265,37187.0,0.0243
29945,2210.0,0.0341,0.0437,0.467,14179.0,0.0561
30002,1897.0,0.061,0.0755,0.881,16754.0,0.0077
30004,2566.0,0.0852,0.112,1.041,21278.0,0.0131
30005,2380.0,0.0777,0.0908,0.698,18604.0,0.0139
30008,1514.0,0.0832,0.1137,0.871,14047.0,0.0165
30009,1962.0,0.066,0.0732,0.761,16392.0,0.0128
30011,1617.0,0.0678,0.0971,0.724,13239.0,0.0175
30012,1822.0,0.0926,0.1092,0.876,15133.0,0.0304
30013,2112.0,0.11,0.1259,0.852,14049.0,0.0324
30014,1800.0,0.0923,0.1593,1.181,15186.0,0.0203
30016,1745.0,0.1061,0.1263,0.943,12678.0,0.0313
30017,1950.0,0.0854,0.0952,0.913,17053.0,0.0143
30019,1958.0,0.0911,0.1359,0.971,17389.0,0.0233
30021,1521.0,0.0684,0.0865,0.62,13219.0,0.016
30022,2469.0,0.0739,0.0839,0.642,19715.0,0.0148
30024,2187.0,0.0838,0.0989,0.757,17423.0,0.017
30025,1807.0,0.0629,0.0803,0.745,15649.0,0.0147
30028,1728.0,0.0617,0.0811,0.75,17252.0,0.0159
30030,1994.0,0.0489,0.0533,0.465,16917.0,0.0116
30032,1619.0,0.0862,0.1004,0.852,14568.0,0.0207
30033,1783.0,0.0507,0.0688,0.803,19900.0,0.0137
30034,2036.0,0.0967,0.1071,0.741,14180.0,0.0201
30035,1910.0,0.0944,0.1239,1.002,14224.0,0.0268
30038,2128.0,0.1045,0.1145,0.833,14558.0,0.0291
30039,1997.0,0.109,0.1258,0.812,13878.0,0.0237
30040,1925.0,0.0843,0.1064,0.938,16738.0,0.0118
30041,2072.0,0.0804,0.0883,0.85,18614.0,0.0157
30043,1809.0,0.0845,0.1025,0.799,15004.0,0.0166
30044,1639.0,0.0845,0.1019,0.741,13211.0,0.0152
30045,1766.0,0.1042,0.1614,1.03,11837.0,0.0161
30046,1507.0,0.0773,0.0901,0.788,14203.0,0.0174
30047,1823.0,0.0841,0.1052,0.973,17283.0,0.0134
30052,1772.0,0.0903,0.1307,1.212,15480.0,0.0187
30054,1895.0,0.0883,0.1511,1.333,19587.0,0.0144
30055,1827.0,0.0486,0.0663,1.004,20339.0,0.0179
30056,1839.0,0.0477,0.0657,0.7,20449.0,0.0119
30058,2049.0,0.1053,0.117,0.72,12313.0,0.0341
30060,1487.0,0.0604,0.0873,0.714,13804.0,0.0127
30062,2076.0,0.078,0.0888,0.76,17347.0,0.009
30064,2032.0,0.0752,0.0909,0.711,16774.0,0.0152
30066,1899.0,0.0814,0.1067,0.787,16250.0,0.0127
30067,2393.0,0.0805,0.0938,0.721,18609.0,0.0115
30068,2473.0,0.0846,0.1001,0.888,20751.0,0.0083
30071,1568.0,0.0714,0.0841,0.707,11933.0,0.0193
30072,1493.0,0.06,0.0842,1.736,14779.0,0.0
30075,2467.0,0.0849,0.1231,0.978,19301.0,0.0085
30076,2169.0,0.0709,0.0902,0.646,17013.0,0.0127
30078,1872.0,0.0891,0.1217,0.99,16318.0,0.0169
30079,1392.0,0.0631,0.0826,0.482,10161.0,0.0285
30080,1836.0,0.0686,0.0821,0.676,15937.0,0.0156
30082,1772.0,0.0744,0.0866,0.711,15492.0,0.017
30083,1744.0,0.0886,0.1023,0.779,14259.0,0.0207
30084,1664.0,0.0685,0.0843,0.689,15521.0,0.0185
30087,2271.0,0.0997,0.11,0.725,15539.0,0.0197
30088,1927.0,0.1086,0.1355,0.87,13326.0,0.0269
30092,2223.0,0.0715,0.0751,0.668,17625.0,0.0134
30093,1462.0,0.0602,0.0803,0.543,13060.0,0.0176
30094,2071.0,0.0896,0.1009,0.755,15452.0,0.0274
30096,1740.0,0.0716,0.0865,0.695,14781.0,0.0196
30097,2635.0,0.0888,0.1032,0.87,23531.0,0.0162
30101,1914.0,0.0887,0.0993,0.894,15547.0,0.018
30102,1664.0,0.0709,0.0909,0.828,15354.0,0.011
30103,1584.0,0.054,0.0739,0.672,16094.0,0.0166
30104,1607.0,0.0779,0.1655,1.048,16505.0,0.0135
30105,1768.0,0.0598,0.0804,1.053,18585.0,0.0088
30106,1520.0,0.0919,0.1208,0.835,11875.0,0.0162
30107,1805.0,0.0561,0.0789,0.703,17485.0,0.0128
30108,1529.0,0.0431,0.0772,0.434,11671.0,0.0071
30110,1544.0,0.0651,0.082,0.705,12320.0,0.0171
30113,1531.0,0.0629,0.0936,0.656,11868.0,0.0086
30114,1787.0,0.0715,0.0917,0.82,16728.0,0.0185
30115,1892.0,0.0692,0.089,0.649,16733.0,0.0122
30116,1681.0,0.0745,0.0947,0.714,14726.0,0.0116
30117,1636.0,0.058,0.0806,0.733,16317.0,0.0121
30120,1698.0,0.0684,0.0944,0.747,16277.0,0.0119
30121,1669.0,0.0652,0.0865,0.763,14382.0,0.0139
30122,1708.0,0.0933,0.1263,0.864,12230.0,0.0162
30124,1768.0,0.051,0.0788,0.471,13183.0,0.0132
30125,1626.0,0.0681,0.0845,0.978,16198.0,0.0137
30126,1755.0,0.0846,0.1028,0.713,12913.0,0.0185
30127,1821.0,0.0929,0.1046,0.701,13402.0,0.0176
30132,1605.0,0.0737,0.0878,0.611,12001.0,0.0173
30134,1651.0,0.0915,0.1084,0.762,11810.0,0.0205
30135,1919.0,0.0894,0.137,0.887,14311.0,0.0292
30137,1567.0,0.0592,0.0899,1.034,13661.0,0.0112
30139,1584.0,0.0559,0.0897,0.692,16725.0,0.009
30141,1582.0,0.0916,0.1098,0.865,12147.0,0.0139
30143,1905.0,0.0612,0.0809,0.668,15710.0,0.0097
30144,1728.0,0.0954,0.1174,0.769,13054.0,0.0169
30145,1780.0,0.0673,0.1205,0.653,17318.0,0.0134
30147,1652.0,0.0443,0.067,0.404,11331.0,0.0132
30148,1687.0,0.0413,0.0672,6.562,171597.0,0.0063
30152,2038.0,0.0883,0.1044,0.896,15913.0,0.0126
30153,1613.0,0.0773,0.1257,0.788,14177.0,0.0129
30157,1552.0,0.0841,0.1171,0.839,12003.0,0.0148
30161,1778.0,0.055,0.0752,0.519,16228.0,0.014
30165,1630.0,0.0509,0.0757,0.577,15356.0,0.0141
30168,1513.0,0.0937,0.1175,0.985,11624.0,0.0171
30170,1561.0,0.0385,0.0463,0.345,10703.0,0.0119
30171,1797.0,0.0601,0.0861,1.074,15829.0,0.0067
30173,1591.0,0.0466,0.0741,0.931,19656.0,0.0122
30175,1705.0,0.0597,0.089,0.838,12793.0,0.0079
30176,1518.0,0.0584,0.0858,0.923,14904.0,0.0098
30177,1505.0,0.0388,0.0652,2.379,46045.0,0.0
30178,1798.0,0.0707,0.1301,1.132,19592.0,0.0052
30179,1564.0,0.0925,0.1189,0.725,10913.0,0.0182
30180,1732.0,0.0948,0.1366,0.799,13152.0,0.0328
30182,1463.0,0.0612,0.1042,1.251,19277.0,0.0084
30183,1744.0,0.0601,0.0721,0.628,17471.0,0.0153
30184,1868.0,0.071,0.1049,0.921,17459.0,0.0133
30185,1789.0,0.0484,0.0786,0.721,19178.0,0.0136
30187,1816.0,0.0737,0.086,0.73,15536.0,0.0126
30188,1726.0,0.0779,0.1187,0.857,14112.0,0.0124
30189,1910.0,0.0773,0.0951,0.861,15601.0,0.0104
30204,1512.0,0.0422,0.0557,0.775,17840.0,0.0191
30205,2165.0,0.0419,0.0571,0.55,22166.0,0.009
30206,1888.0,0.0426,0.0663,0.603,17327.0,0.0068
30213,1894.0,0.1004,0.1719,1.255,15419.0,0.0428
30214,2143.0,0.0649,0.0788,0.723,21562.0,0.0182
30215,2155.0,0.0642,0.0757,0.572,16854.0,0.0156
30216,1553.0,0.0408,0.0557,2.171,31820.0,0.0051
30217,1581.0,0.0379,0.0566,0.796,23683.0,0.0118
30218,2014.0,0.0323,0.0568,0.358,9229.0,0.0162
30220,1674.0,0.0566,0.0709,1.148,18997.0,0.0161
30222,1995.0,0.04,0.0754,1.239,28857.0,0.0139
30223,1537.0,0.0537,0.0638,0.572,15603.0,0.0256
30224,1632.0,0.0575,0.0665,0.58,15314.0,0.0238
30228,1752.0,0.0784,0.0862,0.627,13368.0,0.0617
30230,1672.0,0.0421,0.0547,0.387,15152.0,0.0162
30233,1617.0,0.0568,0.0674,0.682,17422.0,0.0162
30234,1666.0,0.0684,0.085,0.918,19441.0,0.0152
30236,1926.0,0.0727,0.0802,0.59,13824.0,0.0276
30238,1797.0,0.0869,0.0991,0.805,14143.0,0.0319
30240,1894.0,0.0587,0.0822,0.647,15894.0,0.0108
30241,1640.0,0.063,0.1003,0.67,13487.0,0.0194
30248,1723.0,0.0757,0.0847,0.668,14991.0,0.0343
30251,1628.0,0.0399,0.0473,0.311,9772.0,0.0174
30252,1924.0,0.0743,0.0839,0.689,15769.0,0.0271
30253,1837.0,0.0769,0.0908,0.675,13812.0,0.0266
30256,1744.0,0.0432,0.0697,0.645,18300.0,0.0097
30257,1542.0,0.0458,0.0642,0.913,14791.0,0.0209
30258,1669.0,0.0413,0.0564,0.612,14977.0,0.0125
30259,1779.0,0.0372,0.0429,0.596,15790.0,0.0094
30260,1544.0,0.0529,0.0556,0.703,16463.0,0.0306
30263,1843.0,0.0973,0.1995,4.168,22814.0,0.0158
30265,1825.0,0.0843,0.1401,1.037,14937.0,0.0127
30268,1920.0,0.0548,0.0675,0.496,14949.0,0.0291
30269,1972.0,0.0608,0.0716,0.612,17493.0,0.0111
30273,1691.0,0.0674,0.0717,0.543,12066.0,0.0269
30274,1685.0,0.0808,0.0974,0.753,12561.0,0.0241
30276,1737.0,0.0497,0.061,0.472,13886.0,0.0133
30277,1818.0,0.056,0.0663,0.571,17578.0,0.0134
30281,1838.0,0.0605,0.0756,0.678,15422.0,0.0251
30285,1537.0,0.0273,0.0412,0.893,14189.0,0.0
30286,1507.0,0.0444,0.0588,0.675,16560.0,0.0132
30288,1880.0,0.0956,0.1072,0.654,10910.0,0.0216
30290,2175.0,0.0505,0.0575,0.614,17785.0,0.0123
30291,1724.0,0.0957,0.1205,0.95,13094.0,0.0261
30292,1795.0,0.0476,0.0553,0.617,21504.0,0.0064
30293,1861.0,0.0499,0.0788,1.063,25940.0,0.0394
30294,2105.0,0.1054,0.1148,0.7,12852.0,0.0228
30295,1675.0,0.0417,0.0479,0.671,17641.0,0.0169
30296,1909.0,0.0955,0.112,0.913,15396.0,0.0291
30297,1456.0,0.0532,0.0594,0.781,17515.0,0.0272
30305,4405.0,0.0679,0.0874,0.554,32144.0,0.0095
30306,2868.0,0.0451,0.0503,0.377,21473.0,0.0083
30307,2488.0,0.0431,0.0503,0.415,17678.0,0.0121
30308,2508.0,0.0507,0.0579,0.538,22082.0,0.0053
30309,3838.0,0.0554,0.0591,0.563,25915.0,0.0068
30310,1775.0,0.0733,0.0829,0.666,15142.0,0.0206
30311,2153.0,0.0927,0.1274,0.98,18483.0,0.0216
30312,2011.0,0.0526,0.0564,0.452,15249.0,0.0116
30314,1716.0,0.0752,0.0864,0.664,13083.0,0.0273
30315,1663.0,0.0697,0.0876,0.782,14855.0,0.0216
30316,1762.0,0.0734,0.0914,0.773,13856.0,0.017
30317,1791.0,0.0573,0.0687,0.769,15537.0,0.0154
30318,1900.0,0.0795,0.0987,0.806,17218.0,0.0213
30319,2642.0,0.0633,0.077,0.507,18925.0,0.0147
30324,2393.0,0.0629,0.0763,0.712,23877.0,0.0164
30326,2401.0,0.0785,0.1023,1.386,18506.0,0.0227
30327,5831.0,0.0954,0.1069,0.531,28487.0,0.0102
30328,2933.0,0.0796,0.101,0.602,19346.0,0.0077
30329,2080.0,0.0621,0.0744,1.038,22634.0,0.0179
30331,2300.0,0.1185,0.1427,0.913,15994.0,0.0335
30336,1394.0,0.0178,0.0233,0.638,12751.0,0.0345
30337,2084.0,0.0693,0.0855,0.87,15895.0,0.0175
30338,2431.0,0.0675,0.0859,0.609,18633.0,0.0104
30339,2886.0,0.0688,0.0889,1.924,39213.0,0.0132
30340,1586.0,0.0545,0.0646,0.617,15465.0,0.0126
30341,1721.0,0.0545,0.0685,0.826,19119.0,0.0093
30342,3626.0,0.0794,0.0899,0.614,26402.0,0.0152
30344,1710.0,0.0753,0.0867,0.78,16537.0,0.0309
30345,2249.0,0.0585,0.0782,0.536,19243.0,0.0133
30349,2089.0,0.108,0.172,1.113,14522.0,0.0295
30350,3305.0,0.09,0.106,0.783,24445.0,0.0113
30354,1599.0,0.0819,0.1122,0.929,12356.0,0.0223
30360,1793.0,0.0665,0.0794,0.702,14320.0,0.0138
30363,1905.0,0.0548,0.0893,1.022,16150.0,0.02
30401,1556.0,0.091,0.1285,0.823,12194.0,0.0089
30410,1773.0,0.0397,0.0628,0.417,14851.0,0.0
30411,1407.0,0.0555,0.1243,0.445,5707.0,0.009
30413,1712.0,0.0455,0.0664,0.816,15410.0,0.0192
30415,1648.0,0.0336,0.0506,0.286,10082.0,0.0092
30417,1429.0,0.032,0.0405,0.327,9877.0,0.0108
30420,1698.0,0.0469,0.0791,0.301,7014.0,0.0086
30421,1441.0,0.0344,0.0431,0.717,16329.0,0.0144
30425,1793.0,0.0477,0.0709,0.854,21164.0,0.0
